,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
17,,Honoré Daumier,..... Qu'il mourut! ... (Les Horaces) (May he die! (Les Horaces)),1841,Print,2002.3.94
18,,Honoré Daumier,..... Qu'il mourut! ... (Les Horaces) (May he die! (Les Horaces)),1841,Print,2002.3.95
19,,Honoré Daumier,Sortez !... ( Bajazet) (Get out!.... (Bajazet)),1841,Print,2002.3.96
20,,Honoré Daumier,"Vous; mon ami! comment vous savez que je suis veuf... (You; my friend! How do you know that I am a widower?), plate 10 from the series Vulgarités",1842,Print,2002.3.97
21,,Honoré Daumier,"Vous tairez-vous! (Will you be quiet!), plate 2 from the series les Musiciens de Paris",1841,Print,2002.3.98
22,,Honoré Daumier,"(En choeur.) ""Le soleil est si beau!"" ((Chorus) ""The sun shines so bright!""), plate 3 from the series Les Musiciens de Paris",1841,Print,2002.3.99
23,,Honoré Daumier,"Paganini moderne, se brulant le toupet, dans le feu de l'exécution! (A modern Paganini.... scorching his hairpiece in the fire of his performance)",1841,Print,2002.3.100
24,,Honoré Daumier,"""Ou peut on être mieux (bis.) qu'au sein de sa famille....."" (""Where can one be happier than in the bosom of the family?""), plate 5 from the series Les Musiciens de Paris",1841,Print,2002.3.101
25,,Honoré Daumier,"Si vous saviez comme vous êtes jolie! (If you only knew how pretty you are!), plate 6 from the series Les Musiciens de Paris",1841,Print,2002.3.102
26,,Honoré Daumier,"La veille des Thermopyles (Plutarque illustré) (Eve of the battle of Thermopylae (Illustrated Plutarch)), plate 2 from the series Histoire Ancienne",1842,Print,2002.3.103
27,,Honoré Daumier,"Présentation d'Ulysse a Nausica (Introduction of Ulysses to Nausica), plate 4 from the series Histoire Ancienne",1842,Print,2002.3.104
28,,Honoré Daumier,"Les nuits de Penélope (Odyssés Ch. II.) (The nights of Penelope (The Odyssey, Chap. II.)), plate 6 from the series Histoire Ancienne",1842,Print,2002.3.105
29,,Honoré Daumier,"La colère d'Agamemnon (Iliade) (The wrath of Agamemnon (Iliad)), plate 8 from the series Histoire Ancienne",1842,Print,2002.3.106
30,,Honoré Daumier,"Le fil d'Ariane (The thread of Ariane), plate 16 from the series Histoire Ancienne",1842,Print,2002.3.107
31,,Honoré Daumier,"Le baptême d'Achille (De l'influence des bains, poëme par Mr. Vigier) (The baptism of Achilles (On the influence of bathing, poem by M. Vigier)), plate 22 from the series Histoire Ancienne",1842,Print,2002.3.108
32,,Honoré Daumier,"Télémaque et mentor (Unique quatrain de Mr. Duponchel) (Telemachus and mentor (The only quatrain by Monsieur Duponchel)), plate 29 from the series Histoire Ancienne",1842,Print,2002.3.109
33,,Honoré Daumier,"Denys le tyran (Dionysus the tyrant), plate 30 from the series Histoire Ancienne",1842,Print,2002.3.110
34,,Honoré Daumier,"Apelles et Campaste (De l'art antique, essai poétique de Mr. Cavé) (Apelles and Campaste (From Art and the Antique, a poetic essay by M. Cavé)), plate 36 from the series Histoire Ancienne",1842,Print,2002.3.111
35,,Honoré Daumier,"Le supplice de Tantale (Résignation par M. Ste. Beuve) (Torment of Tantalus (Resignation of Monsieur Sainte-Beuve)), plate 37 from the series Histoire Ancienne",1842,Print,2002.3.112
36,,Honoré Daumier,"Oedipe chez le Sphynx (Cours de Mr. Raoul-Rochette) (Oedipus at the Sphinx (Lecture by M. Raoul-Rochette)), plate 43 from the series Histoire Ancienne",1842,Print,2002.3.113
37,,Honoré Daumier,"La mort d'Anacreon (Bossuet, Oeuvres badine) (Anacreon's Death (Bossuet, from his humorous oeuvre)), plate 44 from the series Histoire Ancienne",1842,Print,2002.3.114
38,,Honoré Daumier,"La mort d'Anacreon (Bossuet, Oeuvres badine) (Anacreon's Death (Bossuet, from his humorous oeuvre)), plate 44 from the series Histoire Ancienne",1842,Print,2002.3.115
39,,Honoré Daumier,"La mort de Sapho (Mlle. Esther, poésies morales) (Sappho's Death (Mlle. Esther, moralistic poems)), plate 49 from the series Histoire Ancienne",1843,Print,2002.3.116
40,,Honoré Daumier,"Les Illusions d'artistes - les grands prix (The illusions of artists - grand prizes), plate 28 from the series Caricatures du jour",1842,Print,2002.3.117
41,,Honoré Daumier,"Les promesses d'un ténor (The tenor's promise), plate 31 from the series Caricatures du jour",1842,Print,2002.3.118
42,,Honoré Daumier,"Le puits de Grenelle (The Grenelle wells), plate 46 from the series Caricatures du jour",1842,Print,2002.3.119
43,,Honoré Daumier,"L'élection (The election), plate 2 from the series Scènes parlementaires",1843,Print,2002.3.120
44,,Honoré Daumier,"La famille de l'électeur (The family of the elector), plate 7 from the series Scènes parlementaires",1843,Print,2002.3.121
45,,Honoré Daumier,"Une reception (A reception), plate 10 from the series Les Canotiers Parisiens",1843,Print,2002.3.122
46,,Honoré Daumier,"Une révolte a bord (A revolt on board), plate 14 from the series Les Canotiers Parisiens",1843,Print,2002.3.123
47,,Honoré Daumier,"Si ma machine est bonne? (Is my machine good?), plate 7 from the series Les Chemins de Fer",1843,Print,2002.3.124
48,,Honoré Daumier,"Eh!.... eh!... mais il paraît que je suis très fort!.... (Eh!.... eh!.... it appears that I am quite strong!), plate 2 from the series Les Plaisirs des Champs-Elysèes",1843,Print,2002.3.125
49,,Honoré Daumier,"Eh!.... eh!... mais il paraît que je suis très fort!.... (Eh!.... eh!.... it appears that I am quite strong!), plate 2 from the series Les Plaisirs des Champs-Elysèes",1843,Print,2002.3.126
0,,Honoré Daumier,"Un guerrier electrisé (An electrified soldier), plate 3 from the series Les Plaisirs des Champs-Elysèes",1843,Print,2002.3.127
1,,Honoré Daumier,"Un guerrier electrisé (An electrified soldier), plate 3 from the series Les Plaisirs des Champs-Elysèes",1843,Print,2002.3.128
2,,Honoré Daumier,"Merci! ce monsieur m'invite à chasser sur ses terres, je fais quarante lieues, et il me donne une alouette! (Thank you.... this gentleman invites me to hunt on his land, I walk some forty miles, and all he gives me is a lark)",1843,Print,2002.3.129
3,,Honoré Daumier,"L'hôtel des haricots (National Guard Prison), plate 1 from the series L'Imagination",1843,Print,2002.3.130
4,,Honoré Daumier,"La pêche (Fishing), plate 2 from the series L'Imagination",1843,Print,2002.3.131
5,,Honoré Daumier,"Le factionnaire (The sentry), plate 3 from the series L'Imagination",1844,Print,2002.3.132
6,,Honoré Daumier,"Un amour propre satisfait (A pride suitably gratified), plate 19 from the series Les Beaux Jours de La Vie",1844,Print,2002.3.133
7,,Honoré Daumier,"Une heureuse trouvaille (A happy find), plate 23 from the series Les Beaux Jours de La Vie",1844,Print,2002.3.134
8,,Honoré Daumier,"Un monsieur qu'on rajeunit trop (A man who rejuvenates too much), plate 32 from the series Les Beaux Jours de La Vie",1845,Print,2002.3.135
9,,Honoré Daumier,"La visite a la nourrice (A visit to the nurse), plate 60 from the series Les Beaux Jours de La Vie",1845,Print,2002.3.136
10,,Honoré Daumier,"Les fumeurs de hadchids (The hashish smokers), plate 69 from the series Les Beaux Jours de La Vie",1845,Print,2002.3.137
11,,Honoré Daumier,"Un mécanicien trop parfait (The perfect technician), plate 70 from the series Les Beaux Jours de La Vie",1845,Print,2002.3.138
12,,Honoré Daumier,"Une consultation scientifique (A scientific consultation), plate 79 from the series Les Beaux Jours de La Vie",1845,Print,2002.3.139
13,,Honoré Daumier,"Á la porte St. Martin (At the theater porte St. Martin), plate 83 from the series Les Beaux Jours de La Vie",1846,Print,2002.3.140
14,,Honoré Daumier,"Un hommage filial (A filial tribute), plate 100 from the series Les Beaux Jours de La Vie",1846,Print,2002.3.141
15,,Honoré Daumier,"Le débarquement (Disembarking), plate 1 from the series Voyage en Chine",1843,Print,2002.3.142
16,,Honoré Daumier,"Guerriers Chinois (Chinese warriors), plate 19 from the series Voyage en Chine",1844,Print,2002.3.143
17,,Honoré Daumier,"Des auteurs légers (Authors of the lighter kind), plate 29 from the series Voyage en Chine",1845,Print,2002.3.144
18,,Honoré Daumier,"Manière Chinoise (The Chinese way), plate 32 from the series Voyage en Chine",1845,Print,2002.3.145
19,,Honoré Daumier,"Adieu, mon cher, je vais chez mes éditeurs;... (Goodbye my dear, I am off to see my publisher), plate 3 from the series Les Bas-Bleus",1844,Print,2002.3.146
20,,Honoré Daumier,"Dis donc, Bichette... à quoi songes-tu donc de te promener comme ça la nuit?... (Honey!... Why are you wandering about at this time of night?...), plate 5 from the series Les Bas-Bleus",1844,Print,2002.3.147
21,,Honoré Daumier,"Messieurs, je viens offrir à votre journal, un roman-feuilleton qui, je crois, lui conviendra parfaitement! (Gentlemen, I am offering your paper a serialized novel that I believe will fit perfectly!)",1844,Print,2002.3.148
22,,Honoré Daumier,"La mère est dans le feu de la composition, l'enfant est dans l'eau de la baignoire! (The mother is in the heat of composing, while the baby is in the water of the bathtub!)",1844,Print,2002.3.149
23,,Honoré Daumier,O Lune!... inspire-moi ce soir quelque petite pensée un peu grandiose! (O moon!... Inspire in me tonight some thought with a touch of grandeur!),1844,Print,2002.3.150
24,,Honoré Daumier,"Dire qu' Arsinoé n'était pas contente d'être portraiturée, Daguerréotypée, lithographiée et biographiée! (As if it wasn't enough for Arsinoé to have her portrait painted, her photograph taken, lithographed, have her biography written!)",1844,Print,2002.3.151
25,,Honoré Daumier,"Monsieur, pardon si je vous gêne un peu.... mais vous comprenez qu'écrivant en ce moment un roman nouveau, je dois consulter une foule d'auteurs anciens!.... (Sorry to bother you Sir, but you know, I am working on a new book and I need to consult some ancient authors!….)",1844,Print,2002.3.152
26,,Honoré Daumier,Le parterre de l'Odéon (The audience at the Odeon Theater),1844,Print,2002.3.153
27,,Honoré Daumier,La présidente criant a tue- tête (The president shouting at the top of her voice),1844,Print,2002.3.154
28,,Honoré Daumier,Quelques légères emplèttes (Some small purchases),1844,Print,2002.3.155
29,,Honoré Daumier,"Messieurs .... il nous reste un 43ème toast à porter..... à la Société de Tempérance! (Gentlemen, .....here goes our 43rd toast... to the Temperance Society!)",1844,Print,2002.3.156
30,,Honoré Daumier,Inconvénient d'aller faire des grâces sur le grand bassin des Tuileries (It's difficult to show off on the large pond of the Tuileries Garden),1844,Print,2002.3.157
31,,Honoré Daumier,"Oui, on veut dépouiler cet orphélin... (Yes, they would plunder this orphan...)",1845,Print,2002.3.158
32,,Honoré Daumier,Ce qui m'chiffonne c'est que j'suis accusé de douze vols! (What really worries me is that I am charged with twelve thefts...),1846,Print,2002.3.159
33,,Honoré Daumier,Voilà le ministère public qui vous dit des choses très désagréables........ (Here is the public minister who will say some very unpleasant things to you....),1846,Print,2002.3.160
34,,Honoré Daumier,Voilà le ministère public qui vous dit des choses très désagréables........ (Here is the public minister who will say some very unpleasant things to you....),1846,Print,2002.3.161
35,,Honoré Daumier,"Mr. le juge de paix a rendu sa décision, les parties sont censées conciliées (The judge of the court of reconciliation has given his verdict... all parties are deemed to be reconciled)",1846,Print,2002.3.162
36,,Honoré Daumier,Une péroraison à la Démosthène (A peroration in the manner of Demosthenes),1847,Print,2002.3.163
37,,Honoré Daumier,Encore perdu en Cour Royale .... (Lost again in the Royal Court...),1848,Print,2002.3.164
38,,Honoré Daumier,"Vous avez perdu votre procès c'est vrai .... (True, you have lost your case....)",1848,Print,2002.3.165
39,,Honoré Daumier,"Grand escalier du Palais de Justice, vue de faces (Main staircase of the Palace of Justice, front view)",1848,Print,2002.3.166
40,,Honoré Daumier,Il parait décidément que mon gaillard est un grand scélérat ...... (It really seems that my client is a crook),1848,Print,2002.3.167
41,,Honoré Daumier,"Comment trouvez-vous ce petit vin-là.... (Well, how do you like my little wine?)",1845,Print,2002.3.168
42,,Honoré Daumier,L'eau est délicieuse... (The water is delicious....),1845,Print,2002.3.169
43,,Honoré Daumier,"Ce qu'on appelle, aller jouir à la campagne des plaisirs de l'automne (That's what's called enjoying the pleasures of autumn in the countryside)",1845,Print,2002.3.170
44,,Honoré Daumier,"Dire pourtant que j'avais planté des pommes de terre... et v'la que je récolte des truffes!... (How strange ... I had actually planted potatoes here, and now I am harvesting truffles...)",1845,Print,2002.3.171
45,,Honoré Daumier,Je croyais que c'était plus amusant que ça d'arroser ses fleurs pendant la canicule!..... (I thought it was by far more amusing than that to water the flowers during dog days),1845,Print,2002.3.172
46,,Honoré Daumier,La vieille méthode (The old method),1845,Print,2002.3.173
47,,Honoré Daumier,Le dortoir d'un pensionnat bien tenu (The dormitory of a distinguished boarding school),1845,Print,2002.3.174
48,,Honoré Daumier,"Ah! tu rapportes tout au maitre, toi..... eh! ben rapporte lui donc ce coup de poing là!... (Ah, you are telling everything to the teacher aren't you.... well, tell him about this punch here!...)",1845,Print,2002.3.175
49,,Honoré Daumier,Ce que le bourgeois est convenu de nommer une petite distraction (This is what a bourgeois considers a small distraction),1846,Print,2002.3.176
0,,Honoré Daumier,"Comment se termine, après diner, une conversation conjugale (How a conversation between married people ends after dinner)",1846,Print,2002.3.177
1,,Honoré Daumier,"Ma femme ...... ça mord...... ça mord !.... (Wife... it bites, it bites!)",1846,Print,2002.3.178
2,,Honoré Daumier,"Une imitation bourgeoise du Zéphir de Prudhon (A middle class imitation of ""Zéphir"" by Prudhon)",1847,Print,2002.3.179
3,,Honoré Daumier,"Trois heures du matin, il s'apprête à aller goûter le plaisir de la chasse! (There is nothing as invigorating as getting up at three o'clock in the morning to taste the joys of hunting!), plate 39 from the series Les Bons Bourgeois",1847,Print,2002.3.180
4,,Honoré Daumier,Un jour de grande toilette (A day for the general overhaul),1847,Print,2002.3.181
5,,Honoré Daumier,"Un bon mari, qui pour distraire son épouse, la conduit régulièrement au café, chaque dimanche soir (To entertain his wife, a good husband takes her regularly to the café every Sunday evening)",1847,Print,2002.3.182
6,,Honoré Daumier,Recherche infructueuse de la planète Leverrier (Searching in vain for Leverrier's planet),1846,Print,2002.3.183
7,,Honoré Daumier,Le départ pour le bal (Departure for the ball),1847,Print,2002.3.184
8,,Honoré Daumier,"Diable!... diable!.... il parait que le rasoir n'est guère bon......et il sera plus mauvais encore quand viendra mon tour!... (Devil, devil, it seems the razor is not much good any more... and it will be even worse once it's my turn)",1847,Print,2002.3.185
9,,Honoré Daumier,La rentrée entre onze heures et minuit (Coming home between eleven and midnight),1847,Print,2002.3.186
10,,Honoré Daumier,Inconvénient d'épouser une femme qui possède un talent dit d'agrément (Disadvantage of marrying a woman with a so called artistic talent),1847,Print,2002.3.187
11,,Honoré Daumier,"Doux loisirs d'un quincailler retiré du commerce des hommes et des chenets (Sweet pastime of a retired ironmonger, far away from the commerce of man and the fire-dog)",1848,Print,2002.3.188
12,,Honoré Daumier,Un père qui fait sucer à son fils le lait des bons principes (A father who makes his son suck in the ambrosia of sound principles from an early age on),1847,Print,2002.3.189
13,,Honoré Daumier,Une famille chez qui réside instinct guerrier (A family which cherished the instincts of a warrior),1847,Print,2002.3.190
14,,Honoré Daumier,Une nuit agitée (A busy night),1847,Print,2002.3.191
15,,Honoré Daumier,Plaisirs de la paternité (The joys of fatherhood),1847,Print,2002.3.192
16,,Honoré Daumier,Les suites d'une insurrection (Consequences of an insurrection),1849,Print,2002.3.193
17,,Honoré Daumier,"Vingt sous de dernier à dieu... grigou, va!... comme je leur z'y ferfai encore vite fiche leur congé à ceux-là!... (Twenty sous for a tip, stingy old man, just you wait. I'll soon give you notice...)",1847,Print,2002.3.194
18,,Honoré Daumier,Inconvénient de louer un logement non loin de la rivière (It is inconvenient to rent an apartment close to the river),1847,Print,2002.3.195
19,,Honoré Daumier,Locataires noctambules (Nighttime movers),1847,Print,2002.3.196
20,,Honoré Daumier,Voila une bonne hauteur pour mettre mon baromètre.... (This is a good height for my barometer),1848,Print,2002.3.197
21,,Honoré Daumier,A la buvette (The refreshment room),1847,Print,2002.3.198
22,,Honoré Daumier,"Les temps sont durs, et il faut vivre dé privations cette anné ! . . . . (Times are difficult; this year we must learn to be more modest...)",1847,Print,2002.3.199
23,,Honoré Daumier,Comme quoi un homme peut arriver à regretter de n'être pas un simple chat (Sometimes one regrets not just being a simple cat),1847,Print,2002.3.200
24,,Honoré Daumier,"Ah! docteur .... je crois bien que j'suis poitrinaire!... (Oh Doctor, I believe, I am consumptive!)",1847,Print,2002.3.201
25,,Honoré Daumier,La cinquième acte à la Gaîté (The fifth act at the Gaîté),1848,Print,2002.3.202
26,,Honoré Daumier,"""Le spectacle est une chose bonne pour le peuple de Paris, il vient s'y délasser le soir des fatigues de la journée"" (Tous les moralistes) (There is nothing more relaxing for the working class than to see a good show at the theater after the job is done (Quote from all moralists))",1849,Print,2002.3.203
27,,Honoré Daumier,"Vue d'une antichambre ministérielle, sous n'importe quel gouvernement (Lobby of a minister of any government)",1849,Print,2002.3.204
28,,Honoré Daumier,Tout est perdu! fors la caisse...... (All is lost - save the cashbox),1848,Print,2002.3.205
29,,Honoré Daumier,"Toast porté à l'émancipation des femmes, par des femmes déjà furieusement émancipées (A toast to women's liberation by some already seriously liberated women)",1848,Print,2002.3.206
30,,Honoré Daumier,Le voyage en chemin der fer est moins amusant que ne l'espérait Rifolard (The train ride is far less amusing than Rifolard had hoped),1848,Print,2002.3.207
31,,Honoré Daumier,"Sarrans Jeune (Sarrans, der Jüngere)",1848,Print,2002.3.208
32,,Honoré Daumier,Gambon (Peupin),1849,Print,2002.3.209
33,,Honoré Daumier,Le jeune Estancelin est obligé de rentrer en classe! (The young Estancelin has to go back to school),1849,Print,2002.3.210
34,,Honoré Daumier,Mr. Crémieux Cherchant un appartement (Mr. Crémieux looking for an apartment),1849,Print,2002.3.211
35,,Honoré Daumier,"Oui, ma chère, mon mari a ravalé ma dignité de femme jusqu'à me forcer ce matin à recoudre un bouton de bretelle!....... (Yes, my dear... just imagine... this morning he forced me to sew on one of his buttons! How dare he reduce my female dignity in such a way!)",1849,Print,2002.3.212
36,,Honoré Daumier,"Repoussée comme candidate à l'assemblée nationale, une porte me reste encore ouverte....... (Even though my candidacy to the National Assembly has been rejected, there is one door still open to me)",1849,Print,2002.3.213
37,,Honoré Daumier,L'Empereur Nicolas travaillant dans son cabinet (Emperor Nicolas working in his cabinet),1850,Print,2002.3.214
38,,Honoré Daumier,Seul costume réellement approprié à ce personnage qui a été qualifié à tort du titre de Burgrave (This is the only really appropriate costume for this person who inappropriately received the title of Burgrave),1850,Print,2002.3.215
39,,Honoré Daumier,Les caniches et les rentiers allant féliciter l'Assemblée nationale du rejet de l'impôt que l'on proposait sur le transfert des rentes et sur la race canine (Poodles and holders of bonds on their way to congratulate the National Assembly for abolishing the tax on the transfer of revenue and on the ownership of dogs),1850,Print,2002.3.216
40,,Honoré Daumier,J'ai des Miots dans l'assemblée... (Pierre Dupont: Les Bœufs) (I have the brats in the Assembly... (Pierre Dupont: Les Boeufs)),1850,Print,2002.3.217
41,,Honoré Daumier,"Voyez Berryer, célèbre horticulteur... (Quatrain tiré des coups de boutoir poétiques - volume sous presse) (Behold, Berryer, horticulturist, as this is he renowned... (Quatrain from poetic attacks: volume in press))",1850,Print,2002.3.218
42,,Honoré Daumier,Un Replatrage (Road repair work),1851,Print,2002.3.219
43,,Honoré Daumier,Jean Goujon et Philibert Delorme cherchant la Cour du Louvre (Jean Goujon and Philibert Delorme searching for the Court of the Louvre),1851,Print,2002.3.220
44,,Honoré Daumier,"Belle dame, voulez-vous bien accepter mon bras? (Fair lady, will you accept my arm?)",1851,Print,2002.3.221
45,,Honoré Daumier,Le Sire de Berryer se fesant recevoir chevalier dans l'ordre philantropico-militaire du Dix-Décembre (Lord Berryer is being knighted in the philanthropic-military order of December 10),1851,Print,2002.3.222
46,,Honoré Daumier,C'est étonnant comme j'engraisse depuis que ma femme est morte! (It is amazing how fat I have become since my wife died!),1852,Print,2002.3.223
47,,Honoré Daumier,Nouveau manteau Talma... (The new Talma coat...),1852,Print,2002.3.224
48,,Honoré Daumier,Examinant le nouveau plafond peint par Delacroix au Louvre (Examining the new ceiling painted by Delacroix at the Louvre),1852,Print,2002.3.225
49,,Honoré Daumier,Dans un jardin D'Auteuil (In a garden at Auteuil),1852,Print,2002.3.226
0,,Honoré Daumier,Le docteur Véron refusant toute espèce de consolation (Doctor Véron refusing any kind of consolation),1852,Print,2002.3.227
1,,Honoré Daumier,"Oui, Madame Fribochon... (Yes, Madam Fribochon...)",1852,Print,2002.3.228
2,,Honoré Daumier,Une ascension en automne (An ascension in autumn),1852,Print,2002.3.229
3,,Honoré Daumier,Agrément de voyager sur la banquette (The joy of travelling on the rooftop bench),1852,Print,2002.3.230
4,,Honoré Daumier,Devant les tableaux de Meissonnier (In front of Meissonnier's paintings),1852,Print,2002.3.231
5,,Honoré Daumier,"Laisse-moi regarder encore un peu, papa!.. (Please Papa, let me look again....)",1852,Print,2002.3.232
6,,Honoré Daumier,"Fidèles aux vieux usages et allant, deux fois par semaine, se faire raser chez le perruquier (Being loyal to the old habit means going twice a week for a shave to the barber's)",1852,Print,2002.3.233
7,,Honoré Daumier,"Mais, monsieur, je vous assure que c'est du vrai veau! (But sir, I assure you that this is real veal)",1852,Print,2002.3.234
8,,Honoré Daumier,Une leçon de botanique (A lesson in botanics),1852,Print,2002.3.235
9,,Honoré Daumier,Romain s'apprêtant à transpercer sa propre sœur pour cause de rimes inconvenantes (A Roman about to pierce his own sister because of improper rhymes),1852,Print,2002.3.236
10,,Honoré Daumier,Un train de plaisir - deux heures du matin (An excursion train - at two o'clock in the morning),1852,Print,2002.3.237
11,,Honoré Daumier,Garçon!... garçon!.. (Waiter... waiter...),1852,Print,2002.3.238
12,,Honoré Daumier,Nouvelles de Bourse (News from the Stock Exchange),1853,Print,2002.3.239
13,,Honoré Daumier,"Faut pas vous désoler comme ça, ma pauv' grappe, nous vous portons dans un hôpital où il y a des savans... (Don't get upset like that, my poor grapes, we are taking you to the hospital, where there are experts...)",1853,Print,2002.3.240
14,,Honoré Daumier,Ce qui prouve qu'on doit bien se garder d'entreprendre de magnétiser une table lorsqu'on est enrhumé du cerveau (Which proves again that one must be very careful about magnetising a table when suffering from a head cold),1853,Print,2002.3.241
15,,Honoré Daumier,"Eh bien, monsieur le baron... toujours l'arrosoir à la main! (I say, Monsieur le Baron, always busy watering your plants?)",1853,Print,2002.3.242
16,,Honoré Daumier,Une charge déplacée (A misplaced shot),1853,Print,2002.3.243
17,,Honoré Daumier,"Tenant aussi à consulter sa petite table, pour savoir s'il sera définitivement vainqueur (Having also to consult his little table in order to be sure that he is definitely the winner)",1854,Print,2002.3.244
18,,Honoré Daumier,Oursikoff! ...trouvez-vous cela ressemblant? (Oursikoff... do you see any similarity?),1854,Print,2002.3.245
19,,Honoré Daumier,"A la mairie (Code civil, - titre du mariage) (In city hall (Code of civil law, paragraph: matrimony))",1854,Print,2002.3.246
20,,Honoré Daumier,Bertrand et Raton (Bertrand and Raton),1854,Print,2002.3.247
21,,Honoré Daumier,"Ces messieurs ont sans doute du gibier à déclarer? (Without doubt, these gentlemen have some game to declare?)",1854,Print,2002.3.248
22,,Honoré Daumier,Ils ont beau m'avoir dit que leurs fusils n'étaient chargés qu'avec du petit plomb... (In spite of all their assertions that their guns are only loaded with small shots...),1855,Print,2002.3.249
23,,Honoré Daumier,"Un monsieur en bonne fortune, aux Champs-Élysées (A well to do gentleman on the Champs-Élysées)",1855,Print,2002.3.250
24,,Honoré Daumier,"Adélaïde..... ma bonne..... fais donc attention... (Adelaïde, my dear, pay attention... )",1855,Print,2002.3.251
25,,Honoré Daumier,Le tourniquet (The turnstile),1855,Print,2002.3.252
26,,Honoré Daumier,Auras-tu bientôt fini de regarder ces châles?... (Will you finally finish looking at these shawls?...),1855,Print,2002.3.253
27,,Honoré Daumier,"Tiens, ce n'est rien que des peintures !... (Look, there is nothing but paintings!...)",1855,Print,2002.3.254
28,,Honoré Daumier,Août 1855 (August 1855),1855,Print,2002.3.255
29,,Honoré Daumier,"Ah! bourgeois..... que trois francs pour une course, vous n'êtes guère généreux!...... (Ah, bourgeois... only three francs for this trip... you are not very generous!)",1855,Print,2002.3.256
30,,Honoré Daumier,Ils vont un train d'enfer avec leur chaudière du diable.... (They are taking a train to hell with their devil's heater...),1855,Print,2002.3.257
31,,Honoré Daumier,Voyageurs de troisième classe - complètement gelés (Travellers in third class - frozen stiff),1855,Print,2002.3.258
32,,Honoré Daumier,Les Boursicotières (Ladies from the Stock Exchange),1856,Print,2002.3.259
33,,Honoré Daumier,Les Boursicotières (Ladies from the Stock Exchange),1856,Print,2002.3.260
34,,Honoré Daumier,"Un animal rempli de modestie et se fesant prier pour accepter l'honneur d'être transformé en viande de 1re catégorie (An animal of modest character, hesitant to accept the honour of being transformed into prime meat)",1856,Print,2002.3.261
35,,Honoré Daumier,"Quinze centimes un bain complet..... parole, c'est pas payé!... (Just 15 cents for a full bath.... what a deal!)",1856,Print,2002.3.262
36,,Honoré Daumier,"Le mauvais côté des nouveaux omnibus (An unpleasant aspect of the new type of omnibus), plate 13 from the series Croquis Parisiens",1856,Print,2002.3.263
37,,Honoré Daumier,"Votre maison me fait l'effet de devoir être d'un bon produit. (It seems to me that your house is well built.), plate 7 from the series Locataires et Propriétaires",1856,Print,2002.3.264
38,,Honoré Daumier,"Dites donc, monsieur Beaufumé, savez-vous que vous êtes furieusement bien conservé pour votre âge!... (You know, Monsieur Beaufumé, actually you have kept damned well considering your age...), plate 36 from the series Croquis D'Été",1858,Print,2002.3.265
39,,Honoré Daumier,"Pour s'habituer à attendre le lion de pied ferme. (Exercise to get used to looking at a lion without moving.), plate 6 from the series Émotions de Chasse",1857,Print,2002.3.266
40,,Honoré Daumier,"Une reine se préparant à une grande tirade. (A queen prepares herself for a big monologue.), plate 1 from the series Croquis Dramatiques",1856,Print,2002.3.267
41,,Honoré Daumier,"Mossieu le directeur. (Mister the director.), plate 3 from the series Croquis Dramatiques",1856,Print,2002.3.268
42,,Honoré Daumier,"Le régisseur (The director), plate 5 from the series Croquis Dramatiques",1856,Print,2002.3.269
43,,Honoré Daumier,"Faisant son apprentissage au tourniquet de la Bourse, pour être cantonnier d'un chemin de fer russe...... (Completing his apprenticeship at the turnstile of the stock exchange in order to be a mender with the Russian railroad), plate 28 from the series Croquis Parisiens",1857,Print,2002.3.270
44,,Honoré Daumier,"Père de famille, inspirant de bonne heure à ses enfants, l'admiration et le respect des belles choses… (A family man inspiring his children at an early age to respect and admire the fine things in life...), plate 32 from the series Croquis Parisiens",1857,Print,2002.3.271
45,,Honoré Daumier,"Eh! bien, voisin, . . . . . pourquoi avez-vous poussé un si grand cri . . . . (Well, neighbour,…. why have you let out such a great cry…), plate 3 from the series La Comête de 1857",1857,Print,2002.3.272
46,,Honoré Daumier,"La voyez-vous, la comète?.... là-haut..... au bout de mon doigt....... ne perdez pas de vue mon doigt!.... (Can you see the comet?..... just there..... at the tip of my finger ..... don't lose sight of my finger!.... ), plate 5 from the series La Comête de 1857",1857,Print,2002.3.273
47,,Honoré Daumier,"L'astronome allemand lâchant un fameux canard (The German astronomer releasing a famous rumor), plate 6 from the series La Comête de 1857",1857,Print,2002.3.274
48,,Honoré Daumier,"Les Planètes étant elles-mêmes dans l'attente de la fameuse comête. (The planets themselves are waiting for the famous comet.), plate 9 from the series La Comête de 1857",1857,Print,2002.3.275
49,,Honoré Daumier,"Parisiens prenant déjà leurs précautions pour ne pas être rôtis par la comète. (Parisians already taking their precautions to avoid being roasted by the comet.), plate 410 from the series Actualitiés",1857,Print,2002.3.276
0,,Honoré Daumier,"Parisiens prenant déjà leurs précautions pour ne pas être rôtis par la comète. (Parisians already taking their precautions to avoid being roasted by the comet.), plate 410 from the series Actualitiés",1857,Print,2002.3.277
1,,Honoré Daumier,"Les Parisiens en vendanges. (Parisians at grape harvest.), plate 442 from the series Actualitiés",1857,Print,2002.3.278
2,,Honoré Daumier,"N'entrons pas dans ce restaurant, on y mange des crevettes !... (Let's not eat at this restaurant, they serve shrimp here!...), plate 449 from the series Actualitiés",1857,Print,2002.3.279
3,,Honoré Daumier,"À l'odéon. (At the Odeon Theater.), plate 456 from the series Actualitiés",1857,Print,2002.3.280
