,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
45,,Fritzi Brod,(Profile Nude),ca. 1935,Drawing,1994.2
46,,Fritzi Brod,(Nude with Hand),Date unknown,Drawing,1994.21
47,,Fritzi Brod,(Nude with Hand),ca. 1935,Drawing,1994.22
48,,Fritzi Brod,(Nude with Cloth),ca. 1935,Drawing,1994.23
49,,Fritzi Brod,Young Girl,ca. 1935,Print,1994.24
0,,Fritzi Brod,Shining Water,ca. 1935,Print,1994.25
1,,Fritzi Brod,May Maiden,ca. 1935,Print,1994.26
2,,Fritzi Brod,Silver Shadows,ca. 1935,Print,1994.27
3,,Fritzi Brod,Shalimara,ca. 1935,Print,1994.28
4,,Fritzi Brod,Waiting,ca. 1935,Print,1994.29
5,,Fritzi Brod,Grain,ca. 1935,Print,1994.30
6,,Fritzi Brod,Resting,ca. 1935,Print,1994.31
7,,Fritzi Brod,Spring,ca. 1935,Print,1994.32
8,,Fritzi Brod,Girl with Beret,ca. 1935,Print,1994.33
9,,Fritzi Brod,Farfalla,ca. 1935,Print,1994.34
10,,Fritzi Brod,The Little Dancers,ca. 1935,Print,1994.35
11,,Fritzi Brod,Fair Vanity,Date unknown,Print,1994.36
12,,Fritzi Brod,Sunny Day,ca. 1935,Print,1994.37
13,,Fritzi Brod,Folded Wings,ca. 1935,Print,1994.38
14,,Fritzi Brod,Strange Vegetation,ca. 1935,Print,1994.39
15,,Fritzi Brod,Fellow Artist,ca. 1935,Print,1994.40
16,,Fritzi Brod,Woman with Jewels,ca. 1935,Print,1994.41
17,,Fritzi Brod,Equestrienne,ca. 1935,Print,1994.42
18,,Fritzi Brod,The Bridal Wreath,ca. 1935,Print,1994.43
19,,Fritzi Brod,Enchantment of Aloe,ca. 1935,Print,1994.44
20,,Fritzi Brod,Swimmer on the Shore,ca. 1935,Print,1994.45
21,,Fritzi Brod,Annunciation,ca. 1935,Print,1994.46
22,,Fritzi Brod,Reclining Nude,ca. 1935,Print,1994.47
23,,Fritzi Brod,Mother and Child,ca. 1935,Print,1994.48
24,,Fritzi Brod,Mother and Child,ca. 1935,Print,1994.49
25,,Fritzi Brod,Dunes,ca. 1935,Print,1994.50
26,,Fritzi Brod,Attitude,ca. 1935,Print,1994.51
27,,Fritzi Brod,Each Floating Poppy Petal...,ca.1935,Print,1994.52
28,,Fritzi Brod,Lady of Montenero,ca. 1935,Print,1994.53
29,,Karl Schrag,My Room - Bright Night,1993,Print,1994.54
30,,W. Grancel Fitz,"Glass Abstraction, Multiple Exposure",ca. 1930s,Photograph,1994.55
31,,Sheldon Hine,"Spray from Oil Burner Nozzle, 1937",1937,Photograph,1994.56
32,,Alex Katz,Jessica,ca. 1994,Print,1994.57
33,,Patrick Procktor,Pea Soup,Date unknown,Print,1994.58
34,,Richard Florsheim,Night Scene,ca. 1960,Print,1994.59
35,,Margo Hoff,Rooftops,ca. 1935,Drawing,1994.60
36,,Ellen Lanyon,Orchard Street,1955,Print,1994.61
37,,Roland Ginzel,Autumn,1956,Print,1994.62
38,,Vera Berdich,Fantastic Bouquet,1953,Print,1994.63
39,,Max Kahn,The Guitar Player,1946,Print,1994.64
40,,Ralph Arnold,No title given (collage for Benjamin Galleries),ca. 1965,Drawing,1994.65
41,,Francis Chapin,Spanish Composition,1956,Print,1994.66
42,,Myron Kozman,Title unknown (geometric squares on tan),1948,Print,1994.67.1
43,,Myron Kozman,Title unknown (geometric squares),1948,Print,1994.67.2
44,,Myron Kozman,Untitled,1948,Print,1994.67.3
45,,Max Kahn,The Blue Cat,ca. 1949,Print,1994.68
46,,Misch Kohn,Walking Man,1963,Print,1994.69
47,,Harry Brodsky,Worried Man,1938,Drawing,1994.70
48,,Hubert Mesibov,Dance,1938,Print,1994.71
49,,Mxolisi Ganto,Amused Not Pleased,ca. 1992–94,Drawing,1994.72
0,,Sipho Hlati,Kubi...indoda yashiya bhedi yayo (It's a Painful Thing...),1989,Print,1994.73
1,,Isaac Hlatshwayo,Untitled,1990,Drawing,1994.74
2,,Thomas Kgope,Magalies Park Country Club,ca. 1992,Drawing,1994.75
3,,Terry Kurgan,Woman with Red Head,1992,Print,1994.76
4,,Terry Kurgan,Woman in Red Underwear,1991,Print,1994.77
5,,Ntombizodwa Lwana,Dark Hour House,1992,Print,1994.78
6,,Timothy Magojo,No title given (map),ca. 1993,Drawing,1994.79
7,,Zwelethu Mthethwa,African Landscape III,1993,Drawing,1994.80.1-2
8,,Jabulani Sam Nhlengethwa,Train Preacher,1993,Drawing,1994.81
9,,Timothy Magojo,No title given (map),1993,Drawing,1994.83
10,,Christine Dixie,She Could Almost Hear Him Breathing,1993,Print,1994.84
11,,Hendrick Goltzius,Mars and Venus,1588,Print,1994.85
12,,Max Oppenheimer,The Rose Quartet,ca. 1924,Print,1994.87
13,,Ralph Fabri,Doctor Faustus,ca.1946–47,Print,1994.88
14,,Leonard Havens,South Chicago,1941,Print,1994.89
15,,Edgar Heap of Birds,Public Enemy Care for Youth (The Brutality Which Is America),1992,Print,1994.90.1-3
16,,Sadao Watanabe,Jesus and Children,1971,Print,1994.91
17,,Edward Landon,Continuum,1943,Print,1994.92
18,,Joe Jones,Missouri Wheat Farmers,1938,Print,1994.93
19,,Rockwell Kent,Solar Fade Out,1937,Print,1994.94.1
20,,Rockwell Kent,Degravitation,1937,Print,1994.94.2
21,,Rockwell Kent,Lunar Disintegration,1937,Print,1994.94.3
22,,Rockwell Kent,Solar Flare-Up,1937,Print,1994.94.4
23,,Edith Bry,"Century of Progress, 1937",1937,Drawing,1994.95
24,,Edith Bry,"Century of Progress, 1937",1937,Print,1994.96
25,,Vuminkosi Zulu,Received a Letter From Home,1991,Print,1994.97
26,,Herman Roderick Volz,Railroad Workers,1940,Print,1994.98
27,,Julien Alberts,Around the Fish,1937,Print,1994.99
28,,Mildred Rackley,Boogie Woogie,1940,Print,1994.100
29,,Steven Dohanas,Conneticut Yankee Farmer,ca.1930,Print,1994.101
30,,Alexander R. Stavenitz,Subway No.2,1930,Print,1994.102
31,,Stanley Keppel,Veteran's Nightmare,1946,Print,1994.103
32,,Eugene Morley,Hurricane,1936,Print,1994.104
33,,Isaac Friedlander,Anno Domini,1941,Print,1994.105
34,,John McCrady,Swing Low Sweet Chariot,ca.1940,Print,1994.106
35,,Mervin Jules,Dust,ca. 1936,Print,1994.107
36,,Lawrence Kupferman,"European Landscape, 1943 - A Memorial to Fascism",1943,Print,1994.108
37,,Mildred Rackley,Death of a Spanish Child,1939,Print,1994.109
38,,David Burke,Coal Mining,ca. 1935,Print,1994.110
39,,Robert Riggs,Clown Alley,ca. 1934,Print,1994.111
40,,Robert Riggs,On Stage Four,ca. 1934,Print,1994.112
41,,Ross Braught,Music,1936,Print,1994.113
42,,Leon Gordon Miller,The Strike,ca.1935,Print,1994.114
43,,Alexander R. Stavenitz,"Subway #3, Paris",1933,Print,1994.115
44,,Leopold Survage,Abstraction,1935,Print,1994.116
45,,Leopold Survage,Nudes,1935,Print,1994.117
46,,Hilda Robbins,Winter in the City,1940,Print,1994.118
47,,Mark Luyten,On Ancient Snows XV,1993,Print,1994.123
48,,Mark Luyten,dix-septieme lettre,1991,Print,1994.124
49,,Erté (Romain de Tirtoff),Elegance,Date unknown,Print,1995.1
0,,Karl Wirsum,Single Signal,1994,Print,1995.2
1,,Michiko Itatani,Untitled (from Childhood's End),1994,Print,1995.3
2,,David Russick,Multiple,1992/3,Print,1995.4
3,,Ed Paschke,Poderosa,1991,Print,1995.5
4,,Leonid Tishkov,At Night they Awakened Living in Trunks in Alarm and They Ran...,1989,Drawing,1995.6
5,,Mark Hipper,"No title given, Plate I from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.1
6,"Image Not Available for No title given, Plate II from the portfolio Kiss Me/Kiss Me",Mark Hipper,"No title given, Plate II from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.2
7,,Mark Hipper,"No title given, Plate III from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.3
8,,Mark Hipper,"No title given, Plate IV from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.4
9,,Mark Hipper,"No title given, Plate V from the portfolio Kiss Me/Kiss Me",1993,Print,1995.7.5
10,,Carl Hoeckner,The Homecoming,ca.1935,Print,1995.8
11,,John Stockton De Martelly,For the Love of Barbara Allen,1942,Print,1995.9
12,,Benton Spruance,Conversation with Death,1934,Print,1995.10
13,,Joseph Vorst,White Gold,1939,Print,1995.11
14,,Alan Cohen,NOW (Dachau),1992,Photograph,1995.12.1
15,,Alan Cohen,NOW (Dachau) 26-2,1992,Photograph,1995.12.2
16,,Alan Cohen,NOW (Dachau) 25-04,1992,Photograph,1995.12.6
17,,Lucas van Leyden,The Dance of the Magdalene,1519,Print,1995.13
18,,Carlos Cortez,"Cold is the Night, Warm is Our Bed",1992,Print,1995.14
19,,Carlos Cortez,Field Workers,ca. 1990,Print,1995.15
20,,Carlos Cortez,Antes de la Désaparecion (Before the Disappearance),1993,Print,1995.16
21,,Carlos Cortez,Posada,1981,Print,1995.17
22,,Carlos Cortez,Message for Lover Boys,1983,Print,1995.18
23,,Carlos Cortez,Zapata,1989,Print,1995.19
24,,Fritzi Brod,No Title,ca. 1935,Print,1995.20
25,,Fritzi Brod,No title,ca. 1935,Print,1995.21
26,,Fritzi Brod,No title,ca. 1935,Print,1995.22
27,,Fritzi Brod,Friends,ca. 1935,Print,1995.23
28,,Fritzi Brod,No title,ca. 1935,Print,1995.24
29,,Fritzi Brod,No title,ca. 1935,Print,1995.25
30,,Fritzi Brod,Pensive,ca. 1935,Print,1995.26
31,,Fritzi Brod,No title,ca. 1935,Print,1995.27
32,,Fritzi Brod,No title (Merry Christmas),ca. 1935,Print,1995.28
33,,Fritzi Brod,No title,ca. 1935,Print,1995.29
34,,Riva Helfond,"Head of the Shaft, 1933",1933,Drawing,1995.30
35,,Riva Helfond,Homecoming,1939,Print,1995.31
36,,Riva Helfond,Parachutes,1943,Print,1995.32
37,,Charles Keller,Sand Hogs II,1939,Print,1995.33
38,,Charles Keller,People's Meeting,1942,Print,1995.34
39,,Charles Keller,Fighter for Democracy,1942,Print,1995.35
40,,Harry Sternberg,Terror,1935,Print,1995.36
41,,Harry Sternberg,Steel Town,1937,Print,1995.37
42,,Harry Sternberg,Nude (Paula),1931,Print,1995.38
43,,Victor Hammer,Mr. Polsterer (IV Zustand),4-Sep-26,Print,1995.39
44,,Randolph Hartzenberg,Traces: Above and Below,1991,Print,1995.40
45,,Dirck Volckertsz Coornhert,Judith Feasting with Holofernes,1519/90,Print,1995.41
46,,Harry Sternberg,Self-Portrait,1991,Print,1995.42
47,,Martin Lewis,"Clearing Rain-Evening, Japan",1927,Print,1995.43
48,,Austin Merrill Mecklem,In the Catskills,1939,Drawing,1995.44
49,,Elizabeth Olds,Three Alarm Fire,1945,Print,1995.45
0,,Samuel Jesserun de Mesquita,Faces,1922,Print,1995.46
1,,Joseph Vorst,Good Lord Give Me Peace,ca. 1935–40,Print,1995.47
2,,Merritt Manchez,West Texas,ca. 1943,Print,1995.48
3,,Alan Cohen,Now (Dachau) 25-3,1992,Photograph,1995.49.1
4,,Alan Cohen,Now (Dachau) 25-7,1992,Photograph,1995.49.2
5,,Alan Cohen,Now (Dachau) 24-10,1992,Photograph,1995.49.3
6,,Alan Cohen,Now (Dachau) 24-1,1992,Photograph,1995.49.4
7,,Alan Cohen,Now (Dachau) 24-2,1992,Photograph,1995.49.5
8,,Alan Cohen,Now (Dachau) 24-9,1992,Photograph,1995.49.6
9,,Alan Cohen,Now (Dachau) 24-12,1992,Photograph,1995.49.7
10,,Alan Cohen,Now (Dachau) 24-6,1992,Photograph,1995.49.8
11,,Alan Cohen,Now (Dachau) 22-10,1992,Photograph,1995.49.9
12,,Alan Cohen,Now (Dachau) 22-11,1992,Photograph,1995.49.10
13,,Alan Cohen,Now (Bergen-Belsen) 50-11,1994,Photograph,1995.49.11
14,,Alan Cohen,Now (Bergen-Belsen) 52-6,1994,Photograph,1995.49.12
15,,Alan Cohen,Now (Ravensbruck) 25-11,1994,Photograph,1995.49.13
16,,Alan Cohen,Now (Sachsenhausen) 31-8,1994,Photograph,1995.49.14
17,,Alan Cohen,Now (Sachsenhausen) 49-8,1994,Photograph,1995.49.15
18,,Alan Cohen,Now (Sachsenhausen) 32-5,1994,Photograph,1995.49.16
19,,Alan Cohen,Now (Buchenwald) 57-1,1994,Photograph,1995.49.17
20,,Alan Cohen,Now (Buchenwald) 59-12,1994,Photograph,1995.49.18
21,,Alan Cohen,Now (Buchenwald) 66-2,1994,Photograph,1995.49.19
22,,Alan Cohen,Now (Buchenwald) 57-4,1994,Photograph,1995.49.20
23,,Alan Cohen,Now (Auschwitz) 8-12,1994,Photograph,1995.49.21
24,,Alan Cohen,Now (Auschwitz) 3-5,1994,Photograph,1995.49.22
25,,Alan Cohen,Now (Auschwitz) 3-8,1994,Photograph,1995.49.23
26,,Alan Cohen,Now (Auschwitz-Birkenau) 13-2,1994,Photograph,1995.49.24
27,,Alan Cohen,Now (Auschwitz-Birkenau) 15-3,1994,Photograph,1995.49.25
28,,Alan Cohen,Now (Auschwitz-Birkenau) 21-7,1994,Photograph,1995.49.26
29,,Alan Cohen,Now (Auschwitz-Birkenau) 15-10,1994,Photograph,1995.49.27
30,,Alan Cohen,Now (Auschwitz-Birkenau) 18-10,1994,Photograph,1995.49.28
31,,Alan Cohen,Now (Auschwitz-Birkenau) 20-11,1994,Photograph,1995.49.29
32,,Alan Cohen,Now (Auschwitz-Birkenau) 20-3,1994,Photograph,1995.49.30
33,,Carl Hoeckner,Sermon On the Mount,1948,Print,1995.50.1
34,,Carl Hoeckner,Nobody Knows the Trouble I've Seen,ca. 1935,Print,1995.50.2
35,,Carl Hoeckner,Beethoven,ca. 1935,Print,1995.50.3
36,,Carl Hoeckner,River of God,ca. 1965,Print,1995.50.4
37,,Carl Hoeckner,Nude Man and Woman (or Nocturne),ca. 1935,Print,1995.50.5
38,,Carl Hoeckner,The Mob,ca. 1935,Print,1995.50.6
39,,Carl Hoeckner,Directions,ca. 1935,Print,1995.50.7
40,,Carl Hoeckner,Orbits,ca. 1935,Print,1995.50.8
41,,Carl Hoeckner,After Forty,ca. 1935,Print,1995.50.9
42,,Carl Hoeckner,"Whither Science, Whither Mankind",ca. 1960,Matrix,1995.50.10
43,,Carl Hoeckner,Hull-House Poster,ca. 1935,Print,1995.50.11
44,,Carl Hoeckner,The Sea of the Discarded,ca. 1935,Print,1995.50.12
45,,Carl Hoeckner,Postcard announcing Hoeckner's exhibit at the Chicago Artists..,ca. 1935,Print,1995.50.13
46,,Carl Hoeckner,Figure study for Homecoming,ca. 1919,Drawing,1995.50.14
47,,Carl Hoeckner,Figure study for Homecoming,1919,Drawing,1995.50.15
48,,Carl Hoeckner,Anno Domini,ca. 1919,Print,1995.50.16
49,,Carl Hoeckner,Must,ca. 1935,Print,1995.50.17
0,,Carl Hoeckner,The Holocaust,1935,Print,1995.50.18
1,,Carl Hoeckner,Fate,ca. 1938,Print,1995.50.19
2,,Carl Hoeckner,The Promethians,1930,Print,1995.50.20
3,,Carl Hoeckner,The Darkest Age,ca. 1935,Print,1995.50.21
4,,Carl Hoeckner,Steeltown Twilight,1937,Print,1995.50.22
5,,Carl Hoeckner,Sacred Light,ca. 1935,Print,1995.50.23
6,,Carl Hoeckner,Cold Steel,1934,Print,1995.50.24
7,,Carl Hoeckner,Self-Portrait,ca. 1939,Print,1995.50.25
8,,Carl Hoeckner,"Whither Science, Whither Mankind",1961,Print,1995.50.26
9,,Carl Hoeckner,The Jazz Age,ca. 1935,Print,1995.50.27
10,,Carl Hoeckner,After Forty,ca. 1935,Print,1995.50.28
11,,Carl Hoeckner,The Yes Machine,1934,Print,1995.50.29
12,,Carl Hoeckner,The Death of Truth,ca. 1936,Print,1995.50.30
13,,Carl Hoeckner,Brooding Man,October 1945,Print,1995.50.31
14,,Carl Hoeckner,God is Love,ca. 1960,Print,1995.50.32
15,,Carl Hoeckner,The Promethians,ca. 1935,Print,1995.50.33
16,,Erté (Romain de Tirtoff),Premier,date unknown,Print,1995.51
17,,Irene Kissel,Industry,1936,Print,1995.52
18,,Sheffield Kagy,American Tragedy,ca. 1936–42,Print,1995.53
19,,Abraham Jacobs,Cell,ca. 1936–42,Print,1995.54
20,,Hughie Lee-Smith,Storm Damage,ca. 1937,Print,1995.55
21,,Nan Lurie,Sacrifice to the Landlord,ca. 1938,Print,1995.56
22,,Victor Vasarely,Atelier Arcay,1978,Print,1995.57
23,,Louis Schanker,"Three Figures, No. 1",1928,Print,1995.58
24,,Mabel Dwight,Danse Macabre,1934,Print,1995.59
25,,Elise Cavanna,[Abstract Design],ca. 1932–34,Print,1995.60
26,,Benjamin Miller,Prophet,ca. 1928,Print,1995.61
27,,Benjamin Miller,Man and Woman,ca. 1930,Print,1995.62
28,,Benjamin Miller,Nude #5,ca. 1928,Print,1995.63
29,,Thomas Handforth,Black Eros,1929,Print,1995.64
30,,Myron Kozman,Abstraction No. 1174,ca. 1940,Print,1995.65
31,,Don Rico,John Henry's Mad,ca. 1937,Print,1995.66
32,,Stuart Davis,New Jersey Landscape (Seine Cart),1939,Print,1995.67
33,,Dox Thrash,Untitled (Nude Head and Shoulders),ca. 1940,Print,1995.68
34,,Jacob Kainen,Virginia Hills,1946,Print,1995.69
35,,Robert Riggs,Third Round,1932,Print,1995.70
36,,William S. Schwartz,Lithograph #6,1928,Print,1995.71
37,,George Wesley Bellows,"The Cigarette, from the series The War",1918,Print,1995.72
38,,George Wesley Bellows,"The Bacchanale, from the series The War",1918,Print,1995.73
39,,Anders Aldrin,The Sycamore Tree,1936,Print,1995.74
40,,Robert Lostutter,Violet Cuckoo,1989,Print,1995.75
41,,Karl Schrag,Rain Clouds and Sea,1948,Print,1995.76
42,,Hollis Sigler,Where Daughters Fear Becoming Their Mothers,1985,Print,1995.77
43,,Carol Wax,Snow Does,1995,Print,1995.78
44,,Philip Galle,The Marriage of Sampson,ca. 1557,Print,1995.79
45,,Abraham Walkowitz,Untitled [Abstraction],1932,Drawing,1995.80
46,,Arthur B. Davies,Growth of Spring,ca. 1921–22,Print,1995.81
47,,Hananiah Harari,Weather Signals,1938,Print,1995.82
48,,Eugene Morley,Hymn to the Rising Sun,ca. 1945,Print,1995.83
49,,Leonard Nelson,Air Raid,1946,Print,1995.84
0,,Elizabeth Olds,Picassomania,1949,Print,1995.85
1,,Max Weber,Nude Woman with Arm Upraised,ca. 1930–32,Print,1995.86
2,,Mervin Jules,The Conductor,ca. 1940,Print,1995.87
3,,Alfred Hrdlicka,Der Tritt in die Eier,1983,Print,1995.88.1
4,,Alfred Hrdlicka,Pasolini als Schmerzensmann 1,1983,Print,1995.88.2
5,,Alfred Hrdlicka,Cap Arcona,1986,Print,1995.88.3
6,,Josef Albers,W.E.G. II,1971,Print,1995.89
7,,Wolfgang Gäfgen,Spoon and Colors,1936 - 1995,Print,1995.90
8,,Donald Lipski,Bell Chalice,1991,Sculpture,1995.91
9,,Alan Cohen,Now (Auschwitz) 8-2,1994,Photograph,1995.92.1
10,,Alan Cohen,Now (Auschwitz - Birkenau) 12-9,1994,Photograph,1995.92.2
11,,Alan Cohen,Now (Auschwitz - Birkenau) 15-12,1994,Photograph,1995.92.3
12,,Alan Cohen,Now (Ravensbruck) 25-9,1994,Photograph,1995.92.4
13,,Joel Feldman,"Lion and Ass, from the series Aesop's Fables",1995,Print,1996.1.1
14,,Joel Feldman,"Wolf and Crane, from the series Aesop's Fables",1995,Print,1996.1.2
15,,Joel Feldman,"Fox and Carved Head, from the series Aesop's Fables",1995,Print,1996.1.3
16,,Joel Feldman,"Wolf in Sheep's Clothing, from the series Aesop's Fables",1995,Print,1996.1.4
17,,Joel Feldman,"Wolf and Lamb, from the series Aesop's Fables",1995,Print,1996.1.5
18,,Richard Diebenkorn,Ochre,1983,Print,1996.3
19,,Charles E. Cooper,Untitled,1992,Print,1996.4.1
20,,Charles E. Cooper,Untitled (High Wire Act),mid-20th century,Photograph,1996.4.2
21,,Charles E. Cooper,Untitled (Carnival Lights),mid-20th century,Photograph,1996.4.3
22,,Charles E. Cooper,Untitled (Building Reflections),mid-20th century,Photograph,1996.4.4
23,,Kerry James Marshall,Brownie,1995,Print,1996.5
24,,Jane Hammond,Clown Suit,1995,Print,1996.6
25,,Teresa Mucha,Bitter Sweet,1995,Print,1996.7.1
26,,Tony Fitzpatrick,The Orbit Dog,1995,Print,1996.7.2
27,,Tony Fitzpatrick,Angola Flower,1995,Print,1996.7.3
28,,Tony Fitzpatrick,Immigrant Flowers,1995,Print,1996.7.4
29,,Tony Fitzpatrick,The China-Sea Horse,1994,Print,1996.7.5
30,,Tony Fitzpatrick,The Mange Dog Deserted,1993,Print,1996.7.6
31,,Tony Fitzpatrick,The Juggler,1992,Print,1996.7.7
32,,Bernard J. Steffen,Haying Time,1946,Print,1996.8
33,,Eugene Morley,New Jersey Landscape,ca. 1940,Print,1996.9
34,,Fred Jones,Untitled,ca. 1955,Drawing,1996.10.1
35,,Linnell,Untitled,1955,Print,1996.10.2
36,,A. P. Baker,Facade of a Curious Persuasion,1957,Drawing,1996.10.3
37,,Massimo Campigli,La Passeggiata (The Promenade),1952,Print,1996.10.4
38,,Max Kahn,Black Cat White Cat,ca. 1955,Print,1996.10.5
39,,"Bronislaw ""Bruno"" Bak",Untitled (Three Figures),1955,Print,1996.10.6
40,,Hans Erni,Untitled,ca. 1955,Print,1996.10.7
41,,"Bronislaw ""Bruno"" Bak",Untitled (Dancing Figures),1954,Print,1996.10.8
42,,Hans Erni,Untitled (Europa and the Bull),ca. 1955,Print,1996.10.9
43,,"Bronislaw ""Bruno"" Bak",Untitled (Four Figures),1954,Print,1996.10.10
44,,Kimon Nicolaïdes,Cosmic Pull,1931,Drawing,1996.11
45,,Juan Logan,Silo,1995,Print,1996.12
46,,Iver Rose,Snake Eyes,ca. 1935,Print,1996.13
47,,Bill Cass,Visitation,1986,Print,1996.14.1
48,,Bill Cass,Caretaker's Dream,1991,Print,1996.14.2
49,,Francis Chapin,City Cyclists,ca. 1940,Print,1996.15
0,,Letterio Calapai,Harvest,1945,Print,1996.16
1,,Karl Gasslander,"Early Morning, Village Street",ca. 1935,Print,1996.17
2,,James Dexter Havens,Northern Lights,1941,Print,1996.18
3,,Letterio Calapai,Ozymandias,1964,Print,1996.19
4,,Dennis Kardon,Charlotte's Gaze,1985,Print,1996.20
5,,Isami Doi,Woman and Fauns,1926,Print,1996.22
6,,Mervin Jules,Termites,ca. 1935,Print,1996.23
7,,Mabel Dwight,Harlem Rent Party,1929,Print,1996.24
8,,Adolf Dehn,Up in Harlem,1932,Print,1996.25
9,,George Biddle,"Alabama Code: ""Our girls don't sleep with niggers.""",1933,Print,1996.26
10,,William Leroy Flint,Strike Breakers,ca. 1936–42,Print,1996.27
11,,Riva Helfond,Miners Shacks,ca. 1935,Print,1996.28
12,,Leo Katz,Is This the Meaning of Life?,1937,Print,1996.29
13,,Sidney Gross,Lamentations...Technological Directions,1941,Print,1996.30
14,,Josef Albers,Variants,1942,Print,1996.31
15,,Dorothy Dehner,Aeriel to Infinity,1955,Print,1996.32
16,,Richard Mueller,Der Kleine Mensch (The Small Man),1918,Print,1996.33
17,,Karl Bodmer,Foret de fontainbleau,ca. 1850,Print,1996.34
18,,Jacob Jordaens,"Jupiter, Io, and Juno",1652,Print,1996.35
19,,Ivan Messenger,Simian Siesta,Date unknown,Print,1996.36
20,,Fritz Eichenberg,Untitled,1903,Print,1996.37
21,,Leonard Nelson,Air Raid,1941,Drawing,1996.38
22,,Carol Sommers,Fossombrone,1959,Print,1996.39
23,,Benton Spruance,Priestess,1954,Print,1996.40
24,,Llyn Foulkes,Memory of H.G. Hough,1974,Print,1996.41
25,,Anita Jung,Sound of an Unspoken Word,1993,Print,1996.42
26,,Anita Jung,Sound of an Unspoken Word,1993,Print,1996.43
27,,Erika Giovanna Klien,Give Me Liberty or Death (Gib mir die Freiheit oder den Tod),1944,Drawing,1996.44.1
28,,Erika Giovanna Klien,Schwarzer Sanger (Black Singer),ca. 1951,Drawing,1996.44.2
29,,Salvador Dalí,Jack of Diamonds,1971,Print,1996.45.1
30,,Salvador Dalí,Queen of Diamonds,1971,Print,1996.45.2
31,,Salvador Dalí,King of Diamonds,1971,Print,1996.45.3
32,,Salvador Dalí,Ace of Diamonds,1971,Print,1996.45.4
33,,Salvador Dalí,Jack of Spades,1971,Print,1996.45.5
34,,Salvador Dalí,Queen of Spades,1971,Print,1996.45.6
35,,Salvador Dalí,King of Spades,1971,Print,1996.45.7
36,,Salvador Dalí,Ace of Spades,1971,Print,1996.45.8
37,,Man Ray,Untitled (The Three Graces),1969,Print,1996.45.9
38,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.10
39,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.11
40,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.12
41,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.13
42,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.14
43,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.15
44,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.16
45,,Lowell Nesbitt,Moon Shot,1969,Print,1996.45.17
46,,Joe Goode,Floating Cards,1969,Print,1996.45.18
47,,Joe Goode,Floating Cards,1969,Print,1996.45.19
48,,Joe Goode,Floating Cards,1969,Print,1996.45.20
49,,Joe Goode,Floating Cards,1969,Print,1996.45.21
0,,Joe Goode,Floating Cards,1969,Print,1996.45.22
1,,Wayne Campbell,Special Consensus,1969,Print,1996.45.23
2,,Jerry Ballaine,Untitled (Orange on Silver) from the series Air Tight,1969,Print,1996.45.24
3,,Mel Ramos,Girl with Nyala (Antelope),1969,Print,1996.45.25
4,,Wolf Kahn,Untitled (Landscape),1969,Print,1996.45.26
5,,Margaret Burroughs,Mother and Child,1996,Print,1996.46.1
6,,Margaret Burroughs,Hop Scotch,1996,Print,1996.46.2
7,,Margaret Burroughs,In School,1996,Print,1996.46.3
8,,Margaret Burroughs,Two Worlds,1996,Print,1996.46.4
9,,Margaret Burroughs,The Folk Singer- Big Bill,1996,Print,1996.46.5
10,,Margaret Burroughs,The Extended Family,1996,Print,1996.46.6
11,,Hulda Robbins,Storm,1940,Print,1996.47
12,,Armin Carl Hansen,Explosion,1936,Print,1996.48
13,,Abraham Abramovitz,Suicide,ca. 1937,Print,1996.49
14,,Abraham Abramovitz,Death Watch,ca. 1937,Print,1996.50
15,,Jesse Jay Mcvicker,The Cloud,1943,Print,1996.51
16,,Robert Mangold,Untitled Aquatint,1978,Print,1996.52
17,,Hans Haacke,Tiffany Cares,1978,Print,1996.53
18,,Pat Steir,For R.L.,1978,Print,1996.54
19,,Robert Barry,Five,1978,Print,1996.55.1
20,,Robert Barry,Five,1978,Print,1996.55.2
21,,Robert Barry,Five,1978,Print,1996.55.3
22,,Robert Barry,Five,1978,Print,1996.55.4
23,,Robert Barry,Five,1978,Print,1996.55.5
24,,Edward Ruscha,Mocha Standard,1969,Print,1996.56
25,,Philip Hanson,Room with Flower and Vases and Knives,1975,Print,1996.57
26,,Don Baum,Domus,1992,Print,1996.58
27,,Christina Ramberg,Back to Back,1973,Print,1996.59
28,,Christina Ramberg,Heads,1973,Print,1996.60
29,,June Leaf,Female Bull,1953,Print,1996.61
30,,Leon Golub,Prodigal Son,1948,Print,1996.62
31,,Vera Berdich,Symphonic Metamorphosis #1,1969,Print,1996.63
32,,Leon Golub,Carnival,1946,Print,1996.64
33,,Roger Brown,Giotto in Chicago,1981,Print,1996.65
34,,Karl Wirsum,Tex Tour,1980,Print,1996.66
35,,Hollis Sigler,Letting Go of the Pain,1987,Print,1996.67
